MelSpecTime, Prediction Time
-0.26568603515625,-0.04451441764831543
-0.26627635955810547,-0.04549670219421387
-0.2690715789794922,-0.04479241371154785
-0.2623710632324219,-0.0443272590637207
-0.25882697105407715,-0.04301285743713379
-0.2646291255950928,-0.04488730430603027
-0.2612137794494629,-0.04385948181152344
-0.26636600494384766,-0.04492664337158203
-0.26611804962158203,-0.04407310485839844
-0.2670753002166748,-0.044501304626464844
-0.2640688419342041,-0.04408717155456543
-0.26254940032958984,-0.04415464401245117
-0.26424574851989746,-0.0445556640625
-0.2677042484283447,-0.04503488540649414
-0.2688279151916504,-0.04410529136657715
-0.2683076858520508,-0.04523324966430664
-0.26767945289611816,-0.04932260513305664
-0.2712082862854004,-0.045287132263183594
-0.26719093322753906,-0.04300737380981445
-0.26655006408691406,-0.04435467720031738
-0.2653486728668213,-0.044064998626708984
-0.26521730422973633,-0.04254603385925293
-0.2634589672088623,-0.04327821731567383
-0.264024019241333,-0.043204307556152344
-0.26662445068359375,-0.04332756996154785
-0.2668755054473877,-0.04371762275695801
-0.26940488815307617,-0.04361152648925781
-0.26445698738098145,-0.04296278953552246
-0.2633402347564697,-0.04358339309692383
-0.26655030250549316,-0.043984413146972656
-0.25982666015625,-0.04625701904296875
-0.26790356636047363,-0.04507875442504883
-0.26714229583740234,-0.04315447807312012
